21.981 235 222.335
21.969 208 222.334
21.956 238 222.334
21.944 194 222.335
21.931 230 222.338
21.919 225 222.344
21.906 257 222.349
21.894 211 222.354
21.881 213 222.358
21.869 217 222.361
21.856 243 222.365
21.844 238 222.368
21.831 227 222.372
21.819 222 222.377
21.806 242 222.380
21.794 220 222.382
21.781 236 222.382
21.769 214 222.381
21.756 232 222.381
21.744 234 222.382
21.731 234 222.383
21.719 231 222.385
21.706 207 222.387
21.694 228 222.389
21.681 209 222.391
21.669 254 222.393
21.656 228 222.395
21.644 214 222.398
21.631 217 222.402
21.619 206 222.406
21.606 214 222.408
21.594 222 222.409
21.581 223 222.411
21.569 208 222.415
21.556 212 222.420
21.544 268 222.425
21.531 196 222.429
21.519 228 222.432
21.506 214 222.435
21.494 211 222.437
21.481 237 222.439
21.469 211 222.441
21.456 212 222.444
21.444 224 222.446
21.431 231 222.448
21.419 217 222.449
21.406 214 222.451
21.394 228 222.453
21.381 199 222.455
21.369 195 222.456
21.356 222 222.458
21.344 217 222.461
21.331 223 222.465
21.319 204 222.471
21.306 203 222.476
21.294 223 222.480
21.281 235 222.483
21.269 243 222.485
21.256 203 222.488
21.244 226 222.492
21.231 222 222.497
21.219 226 222.502
21.206 232 222.507
21.194 221 222.510
21.181 215 222.513
21.169 240 222.516
21.156 213 222.517
21.144 224 222.519
21.131 227 222.519
21.119 223 222.520
21.106 234 222.520
21.094 186 222.520
21.081 212 222.520
21.069 223 222.520
21.056 225 222.521
21.044 228 222.522
21.031 222 222.524
21.019 212 222.527
21.006 229 222.530
20.994 249 222.534
20.981 232 222.537
20.969 206 222.541
20.956 217 222.546
20.944 241 222.551
20.931 205 222.556
20.919 231 222.559
20.906 197 222.562
20.894 220 222.565
20.881 234 222.568
20.869 208 222.571
20.856 221 222.573
20.844 229 222.575
20.831 259 222.577
20.819 212 222.579
20.806 236 222.581
20.794 214 222.583
20.781 224 222.584
20.769 232 222.583
20.756 222 222.584
20.744 233 222.586
20.731 208 222.590
20.719 217 222.595
20.706 199 222.598
20.694 229 222.601
20.681 221 222.604
20.669 227 222.608
20.656 202 222.613
20.644 215 222.618
20.631 260 222.621
20.619 206 222.624
20.606 236 222.626
20.594 235 222.627
20.581 220 222.628
20.569 236 222.630
20.556 227 222.633
20.544 214 222.636
20.531 224 222.640
20.519 206 222.643
20.506 235 222.647
20.494 214 222.650
20.481 207 222.652
20.469 228 222.653
20.456 220 222.654
20.444 209 222.656
20.431 214 222.658
20.419 223 222.660
20.406 210 222.662
20.394 229 222.663
20.381 255 222.665
20.369 210 222.668
20.356 216 222.672
20.344 187 222.675
20.331 208 222.678
20.319 224 222.680
20.306 247 222.683
20.294 244 222.686
20.281 214 222.691
20.269 193 222.695
20.256 221 222.697
20.244 253 222.700
20.231 215 222.702
20.219 232 222.706
20.206 233 222.710
20.194 218 222.713
20.181 218 222.716
20.169 228 222.719
20.156 209 222.722
20.144 219 222.724
20.131 236 222.725
20.119 218 222.727
20.106 260 222.730
20.094 218 222.733
20.081 215 222.735
20.069 217 222.737
20.056 225 222.737
20.044 228 222.737
20.031 220 222.738
20.019 218 222.739
20.006 251 222.741
